"Statutaire naam";"Handelsnaam";"Plaats";"Land"
"CTC Amsterdam B.V.";"CTC Amsterdam B.V.";"EC2N 4AY Londen";"Nederland"
"Culross Global Management Limited";"Culross Global Management Limited";"LONDON";"Verenigd Koninkrijk"
"Cumberland Place Financial Management Limited";"Cumberland Place Financial Management Limited";"London";""
"Cumberland Place Financial Management LLP";"Cumberland Place Financial Management LLP";"LONDON";"Verenigd Koninkrijk"
"Currencies Direct Financial Markets Limited";"Currencies Direct Financial Markets Limited";"LONDON";"Verenigd Koninkrijk"
"Curzon Capital Limited";"Curzon Capital Limited";"LONDON";"Verenigd Koninkrijk"
"Cutfield Freeman & Co Limited";"Cutfield Freeman & Co Limited";"London";"Verenigd Koninkrijk"
"CVC Capital Partners Limited";"CVC Capital Partners Limited";"London";"Verenigd Koninkrijk"
"CVC Credit Partners European CLO";"CVC Credit Partners European CLO";"London";"Verenigd Koninkrijk"
"CVC Credit Partners Investment Management Limited";"CVC Credit Partners Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"CVC Credit Partners Limited";"CVC Credit Partners Limited";"LONDON";"Verenigd Koninkrijk"
"Cygnus Investment Management Limited";"Cygnus Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"D Capital Partners Limited";"D Capital Partners Limited";"London";"Verenigd Koninkrijk"
"D&O Vermogensbeheer B.V.";"D&O Vermogensbeheer B.V., Attent Vermogensbeheer";"Maastricht";"Nederland"
"D.C.A. Finance B.V.";"D.C.A. Finance B.V.";"Lelystad";"Nederland"
"D.T. Direct Investment Hub Ltd";"D.T. Direct Investment Hub Ltd";"Limassol";""
"Da Vinci Derivatives B.V.";"Da Vinci Derivatives B.V.";"Amsterdam";"Nederland"
"Daan Volleman Consultancy";"Daan Volleman Consultancy";"";""
"Daewoo Securities (Europe) Ltd";"Daewoo Securities (Europe) Ltd";"LONDON";"Verenigd Koninkrijk"
"Daiwa Asset Management (Europe) Ltd";"Daiwa Asset Management (Europe) Ltd";"LONDON";"Verenigd Koninkrijk"
"Daiwa Capital Markets Deutschland";"Daiwa Capital Markets Deutschland";"Frankfurt am Main";""
"Daiwa Capital Markets Europe Limited";"Daiwa Capital Markets Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Dalton Strategic Partnership LLP";"Dalton Strategic Partnership LLP";"LONDON";"Verenigd Koninkrijk"
"Danske Bank A/S";"Danske Bank, Danske Bank A/S";"KØPENHAVN";"Denemarken"
"Danske Bank International S.A.";"Danske Bank International S.A.";"HAARLEM";"Luxemburg"
"Darwin Property Investment Management Limited";"Darwin Property Investment Management Limited";"London";"Verenigd Koninkrijk"
"Dasco Partners LLP";"Dasco Partners LLP";"London";"Verenigd Koninkrijk"
"Dasym Managed Accounts B.V.";"Dasym Managed Accounts B.V.";"Naarden";"Nederland"
"Davenport Financial Management Ltd";"Davenport Financial Management Ltd";"GODALMING - SURREY";"Verenigd Koninkrijk"
"Davy Corporate Finance";"Davy Corporate Finance";"DUBLIN 2";"Ierland"
"Davy Fund Managers";"Davy Fund Managers";"Dublin";"Ierland"
"Daweda Exchange Limited";"Daweda Exchange Limited";"Limassol";""
"Dawnay Day Brokers Limited";"Dawnay Day Brokers Limited";"LONDON ";"Verenigd Koninkrijk"
"Dawnay Day Lockhart Ltd";"Dawnay Day Lockhart Ltd";"LONDON";"Verenigd Koninkrijk"
"Daymer Bay Capital Limited";"Daymer Bay Capital Limited";"London";""
"DBJ Europe Limited";"DBJ Europe Limited";"LONDON";"Verenigd Koninkrijk"
"DBL Asset Management LLP";"DBL Asset Management LLP";"WILMSLOW - CHESHIRE";"Verenigd Koninkrijk"
"DBS Vickers Securities UK Ltd";"DBS Vickers Securities UK Ltd";"LONDON";"Verenigd Koninkrijk"
"DC Dwek Corporate Finance Limited";"DC Dwek Corporate Finance Limited";"London";"Verenigd Koninkrijk"
"DC Placement Advisors GmbH";"DC Placement Advisors GmbH";"Munchen";"Duitsland"
"DDEL Portfolio Solution SA";"DDEL Portfolio Solution SA";"Brussel";""
"De Lage Landen International B.V.";"De Lage Landen International B.V.";"Eindhoven";"Nederland"
"De' Medici Vermogensbeheer B.V.";"De' Medici Vermogensbeheer B.V.";"Apeldoorn";"Nederland"
"De Prada Soriano, S.L.";"De Prada Soriano, S.L.";"Madrid";"Spanje"
"De Rendtmeesters B.V.";"De Rendtmeesters B.V., De Rendtmeesters";"Arnhem";"Nederland"
"De Vermogensbeheerders B.V.";"De Vermogensbeheerders B.V.";"Vught";"Nederland"
"De Vermogensmeesters B.V.";"De Vermogensmeesters B.V.";"Wageningen";"Nederland"
"de Volksbank N.V.";"de Volksbank Financial Markets, RegioBank, Innovatiebank, Holland Woningfinanciering, de Volksbank N.V., BLG Hypotheken, BLG Wonen, DBV Finance, ASN Bank, Algemene Spaarbank voor Nederland ASN, SNS, SNS Bank, SNS Bank Zakelijk, EuropeLife Finance, SNS Direct, SNS Verzekeringen, SNS Effectenlijn";"Utrecht";"Nederland"
"De Vries & Westermann B.V.";"De Vries & Westermann B.V.";"Hoofddorp";"Nederland"
"De Vries Investment Services B.V.";"De Vries Investment Services B.V.";"Alphen aan den Rijn";"Nederland"
"Dean Street Advisers Limited";"Dean Street Advisers Limited";"";""
"Dean Wetton Advisory UK Limited";"Dean Wetton Advisory UK Limited";"London";""
"Deepbridge Capital LLP";"Deepbridge Capital LLP";"Chester";"Verenigd Koninkrijk"
"DeGiro B.V.";"DeGiro B.V.";"Amsterdam";"Nederland"
"Degroof Institutional Asset Management SA";"Degroof Institutional Asset Management SA";"BRUSSEL";"België"
"DekaBank Deutsche Girozentrale";"DekaBank Deutsche Girozentrale";"FRANKFURT AM MAIN";"Duitsland"
"Delande & Cie SA";"Delande & Cie SA";"BRUSSEL";"België"
"Delaware International Advisers Limited";"Delaware International Advisers Limited";"LONDON ";"Verenigd Koninkrijk"
"DELFF Management Limited";"DELFF Management Limited";"LONDON";"Verenigd Koninkrijk"
"Deloitte Investment Services Limited";"Deloitte Investment Services Limited";"NICOSIA";"Cyprus"
"Delphi Securities Limited";"Delphi Securities Limited";"Colchester";""
"Delta Financial Markets Limited";"Delta Financial Markets Limited";"LONDON";"Verenigd Koninkrijk"
"Deltastock AD";"Deltastock AD";"SOFIA";"Bulgarije"
"Demeter Capital Limited";"Demeter Capital Limited";"";""
"Demica Finance Ltd";"Demica Finance Ltd";"";""
"Demir-Halk Bank (Nederland) N.V.";"Demir-Halk Bank (Nederland) N.V., Demir-Halk Bank (Nederland) N.V.";"Rotterdam";"Nederland"
"Denholm Hall Capital Markets Limited";"Denholm Hall Capital Markets Limited";"LONDON";"Verenigd Koninkrijk"
"Denny Ellison Enterprises Limited";"Denny Ellison Enterprises Limited";"LONDON";"Verenigd Koninkrijk"
"Depaho Ltd";"Depaho Ltd";"Nicosia";"Cyprus"
"Depfa Deutsche Pfandbriefbank AG";"Depfa Deutsche Pfandbriefbank AG";"ESCHBORN";"Duitsland"
"Descartes Trading SA";"Descartes Trading SA";"";""
"Destek Markets UK Limited";"Destek Markets UK Limited";"London";"Verenigd Koninkrijk"
"Deutsche Asset Management Investment Services Ltd.";"Deutsche Asset Management Investment Services Ltd.";"LONDON";"Verenigd Koninkrijk"
"Deutsche Bank Luxembourg S.A.";"Deutsche Bank Luxembourg S.A.";"LUXEMBOURG";"Luxemburg"
"Deutsche Bank Securities Inc.";"Deutsche Bank Securities Inc.";"NEW YORK";"Verenigde Staten"
"Development Partners International LLP";"Development Partners International LLP";"London";"Verenigd Koninkrijk"
"deVere and Partners (UK) Ltd";"deVere and Partners (UK) Ltd";"London";"Verenigd Koninkrijk"
"Dexia Asset Management";"Dexia Asset Management";"PARIS";"Frankrijk"
"Dexia Bank België N.V.";"Dexia Bank België N.V.";"BRUSSEL";"België"
"Dexia Crédit Local S.A.";"Dexia Credit Local, Dexia Crédit Local S.A.";"PARIS";"Frankrijk"
"Dexia Kommunalkrediet Bank AG";"Dexia Kommunalkredit Bank AG, Dexia Kommunalkrediet Bank AG";"WIEN";"Oostenrijk"
"Diagram Capital Ltd";"Diagram Capital Ltd";"London";"Verenigd Koninkrijk"
"Diaman Partners Ltd";"Diaman Partners Ltd";"Valletta";""
"Dickson Financial Services Ltd";"Dickson Financial Services Ltd";"HERTFORDSHIRE";"Verenigd Koninkrijk"
"Dierickx, Leys & Cie  Effectenbank N.V.";"Dierickx, Leys & Cie Effectenbank N.V., Dierickx, Leys & Cie  Effectenbank N.V.";"ANTWERPEN";"België"
"Dif Broker - Sociedade Financeira de Corretagem, S.A.";"Dif Broker - Sociedade Financeira de Corretagem, S.A.";"OPORTO";"Portugal"
"DIGI-Capital Limited";"DIGI-Capital Limited";"LONDON";"Verenigd Koninkrijk"
"Digital Vega FX Limited";"Digital Vega FX Limited";"London";"Verenigd Koninkrijk"
"Dima Vermogensbeheer B.V.";"Dima Vermogensbeheer B.V.";"Oisterwijk";"Nederland"
"Dimensional Fund Advisors Ltd.";"Dimensional Fund Advisors Ltd.";"LONDON";"Verenigd Koninkrijk"
"Dinosaur Merchant Bank Limited";"Dinosaur Merchant Bank Limited";"LONDON";"Verenigd Koninkrijk"
"Direct Finance";"Direct Finance";"PARIS";"Frankrijk"
"Direct Hedge Danmark Fondsmaeglerselskab A/S";"Direct Hedge Danmark Fondsmaeglerselskab A/S";"NIVÅ";"Denemarken"
"Direct Trading Technologies UK Ltd";"Direct Trading Technologies UK Ltd";"London";""
"Diverinvest Asesoramiento Eafi, SLU";"Diverinvest Asesoramiento Eafi, SLU";"Barcelona";""
"Divisa UK Limited";"Divisa UK Limited";"London";"Verenigd Koninkrijk"
"DMA Direct AB";"DMA Direct AB";"Stockholm";"Zweden"
"Dodge & Cox Worldwide Investments Ltd";"Dodge & Cox Worldwide Investments Ltd";"LONDON";"Verenigd Koninkrijk"
"Dolfin Asset Services Limited";"Dolfin Asset Services Limited";"Valletta";""
"Dolfin Financial (UK) Ltd";"Dolfin Financial (UK) Ltd";"";""
"Domius Capital Advisors LLP";"Domius Capital Advisors LLP";"London";"Verenigd Koninkrijk"
"DonauCapital Investment GmbH";"DonauCapital Investment GmbH";"RUDERTING";"Duitsland"
"Doran Capital Partners (Europe) Ltd";"Doran Capital Partners (Europe) Ltd";"LONDON";"Verenigd Koninkrijk"
"Doric Partners LLP";"Doric Partners LLP";"London";"Verenigd Koninkrijk"
"Doric Select GmbH & Co. KG";"Doric Select GmbH & Co. KG";"Offenbach am Main";"Duitsland"
"DQN Global Capital Partners LLP";"DQN Global Capital Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Dragon Capital (Cyprus) Limited";"Dragon Capital (Cyprus) Limited";"Nicosia";"Cyprus"
"Dragon Capital Markets (Europe ) Limited";"Dragon Capital Markets (Europe ) Limited";"BATH, AVON ";"Verenigd Koninkrijk"
"Draper Esprit Secondaries LLP";"Draper Esprit Secondaries LLP";"LONDON";"Verenigd Koninkrijk"
"Drawbridge (UK) LLP";"Drawbridge (UK) LLP";"LONDON";"Verenigd Koninkrijk"
"DRC Capital LLP";"DRC Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Dresdner Bank A.G.";"Dresdner Bank AG, Dresdner Bank A.G.";"FRANKFURT AM MAIN";"Duitsland"
"Dresdner Kleinwort Limited";"Dresdner Kleinwort Limited";"LONDON";"Verenigd Koninkrijk"
"DRS Markets Limited";"DRS Markets Limited";"London";"Verenigd Koninkrijk"
"Drury Capital Limited";"Drury Capital Limited";"LONDON";"Verenigd Koninkrijk"
"DRW Europe B.V.";"DRW Europe B.V.";"Amsterdam";"Nederland"
"DRW Europe Derivatives B.V.";"DRW Europe Derivatives B.V.";"Amsterdam";"Nederland"
"DRW Investments (UK) Ltd";"DRW Investments (UK) Ltd";"Londen";""
"DSM Capital Partners LLC";"DSM Capital Partners LLC";"MOUNT KISCO, NEW YORK";"Verenigde Staten"
"DSM Pension Services B.V.";"DSM Pension Services B.V.";"Heerlen";"Nederland"
"DTZ Investment Management Limited";"DTZ Investment Management Limited";"London";"Verenigd Koninkrijk"
"DTZ Investment Management Limited";"DTZ Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"Du Pasquier & Cie (France)";"Du Pasquier & Cie (France)";"PARIS";"Frankrijk"
"DualEdge Capital Management LLP";"DualEdge Capital Management LLP";"LONDON";"Verenigd Koninkrijk"
"DUB Investments Ltd";"DUB Investments Ltd";"";""
"Dubus SA";"Dubus SA";"LILLE CEDEX";"Frankrijk"
"Duet Alternative Investments (UK) Limited";"Duet Alternative Investments (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Duet Private Equity Limited";"Duet Private Equity Limited";"LONDON";"Verenigd Koninkrijk"
"Duff & Phelps GmbH";"Duff & Phelps GmbH";"";"Oostenrijk"
"Duff and Phelps Securities Limited";"Duff and Phelps Securities Limited";"LONDON";"Verenigd Koninkrijk"
"Duisenburgh Vermogensregie B.V.";"Duisenburgh Vermogensregie B.V., Duisenburgh c.s.";"Waalre";"Nederland"
"Dukascopy Europe IBS AS";"Dukascopy Europe IBS AS";"Riga";"Letland"
"DuPont Capital Management Corporation";"DuPont Capital Management Corporation";"Wilmington, DE 19803";""
"Dupont-Denant Contrepartie";"Dupont-Denant Contrepartie";"PARIJS";"Frankrijk"
"DVB Bank AG";"DVB Bank S.E.";"FRANKFURT AM MAIN";"Duitsland"
"DWS CH AG";"DWS CH AG";"Zurich";"Zwitserland"
"DWS International GmbH";"DWS International GmbH";"Frankfurt am Main";""
"DWS Investment S.A.";"DWS Investment S.A.";"FRANKFURT AM MAIN";"Duitsland"
"Dynamic Credit Partners Europe B.V.";"Dynamic Credit Partners Europe B.V.";"Amsterdam";"Nederland"
"DZ Bank International S.A.";"DZ Bank International S.A.";"LUXEMBOURG";"Luxemburg"
"E D & F Man Capital Markets Limited";"E D & F Man Capital Markets Limited";"London";"Verenigd Koninkrijk"
"E J Glanville & Co (Investment Brokers) Limited";"E J Glanville & Co (Investment Brokers) Limited";"HENLEY IN ARDEN";"Verenigd Koninkrijk"
"E.ON Portfolio Solution GmbH";"E.ON Portfolio Solution GmbH";"DUSSELDORF";"Duitsland"
"East West Global Capital Limited";"East West Global Capital Limited";"London";"Verenigd Koninkrijk"
"Eastdil Secured International Ltd";"Eastdil Secured International Ltd";"London";""
"Eastern Harmony Global Capital Limited";"Eastern Harmony Global Capital Limited";"London";"Verenigd Koninkrijk"
"Easy Forex Trading Limited";"Easy Forex Trading Limited";"LIMASSOL";"Cyprus"
"Easy2Trade Direct Limited";"Easy2Trade Direct Limited";"SURREY";"Verenigd Koninkrijk"
"Easybroker B.V.";"Easybroker B.V.";"Heemstede";"Nederland"
"Eaton Partners (UK) LLP";"Eaton Partners (UK) LLP";"LONDON";"Verenigd Koninkrijk"
"Eaton Vance Management (International) Limited";"Eaton Vance Management (International) Limited";"LONDON";"Verenigd Koninkrijk"
"EB Capital LLP";"EB Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Ebrokers (UK) LLP";"Ebrokers (UK) LLP";"LONDON";"Verenigd Koninkrijk"
"Ebury Partners Markets Limited";"Ebury Partners Markets Limited";"London";""
"EC Hambro Rabben & Partners Ltd";"EC Hambro Rabben & Partners Ltd";"LONDON";"Verenigd Koninkrijk"
"Ecetra Central European e-Finance AG";"Ecetra Central European e-Finance AG";"WIEN";"Oostenrijk"
"Echo Capital UK Ltd";"Echo Capital UK Ltd";"London";"Verenigd Koninkrijk"
"ECM Asset Management Limited";"ECM Asset Management Limited";"LONDON";"Verenigd Koninkrijk"
"Econopolis Wealth Management N.V.";"Econopolis Wealth Management N.V.";"Antwerpen";"België"
"EddieUK Limited";"EddieUK Limited";"London";""
"Edelweiss Financial Services (UK) Limited";"Edelweiss Financial Services (UK) Limited";"London";"Verenigd Koninkrijk"
"Eden Financial Limited";"Eden Financial Limited";"LONDON";"Verenigd Koninkrijk"
"Edinburg Partners Limited";"Edinburg Partners Limited";"EDINBURGH ";"Verenigd Koninkrijk"
"Edison Investment Research Limited";"Edison Investment Research Limited";"LONDON";"Verenigd Koninkrijk"
"EDM Servicios Financieros, Agencia de Valores, S.A.";"EDM Servicios Financieros, Agencia de Valores, S.A.";"Barcelona";"Spanje"
"Edmond de Rothschild Asset Management (UK) Limited";"Edmond de Rothschild Asset Management (UK) Limited";"London";"Verenigd Koninkrijk"
"Edmond de Rothschild Private Merchant Banking LLP";"Edmond de Rothschild Private Merchant Banking LLP";"London";"Verenigd Koninkrijk"
"Edmond De Rothschild Securities (UK) Limited";"Edmond De Rothschild Securities (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"EDR Financial Ltd";"EDR Financial Ltd";"";""
"EEP Advisers Limited";"EEP Advisers Limited";"LONDON";"Verenigd Koninkrijk"
"EFEKTA CONSULTING, a. s.";"EFEKTA CONSULTING, a. s.";"PSC 60200";"Tsjechië"
"Effectenkantoor Nieuwe Uitleg B.V.";"Effectenkantoor Nieuwe Uitleg B.V.";"'s-Gravenhage";"Nederland"
"EFG Platts Flello Ltd.";"";"LONDON";"Verenigd Koninkrijk"
"EFG Private Bank Limited";"EFG Private Bank Limited";"LONDON";"Verenigd Koninkrijk"
"Efidenz Capital Management B.V.";"Efidenz Capital Management B.V.";"Rotterdam";"Nederland"
"EGL Sverige AB";"EGL Sverige AB";"MALMÖ";"Zweden"
"EGR Brokers Limited";"EGR Brokers Limited";"LONDON";"Verenigd Koninkrijk"
"EH Capital Ltd";"EH Capital Ltd";"";""
"Eiger  Capital Limited";"Eiger  Capital Limited";"LONDON";"Verenigd Koninkrijk"
"Eiger Securities LLP";"Eiger Securities LLP";"LONDON";"Verenigd Koninkrijk"
"EIM ( France) S.A.";"EIM ( France) S.A.";"PARIJS";"Frankrijk"
"EIM (United Kingdom) Limited";"EIM (United Kingdom) Limited";"LONDON";"Verenigd Koninkrijk"
"Eisvogel Capital LLP";"Eisvogel Capital LLP";"London";"Verenigd Koninkrijk"
"EJF Capital Limited";"EJF Capital Limited";"London";"Verenigd Koninkrijk"
"Ekistics Property Advisors LLP";"Ekistics Property Advisors LLP";"LONDON";"Verenigd Koninkrijk"
"Elara Capital Plc";"Elara Capital Plc";"LONDON";"Verenigd Koninkrijk"
"Elavon Financial Services Limited";"Elavon Financial Services Limited";"DUBLIN";"Ierland"
"Electronic and Voice Foreign Exchange Limited";"Electronic and Voice Foreign Exchange Limited";"";""
"Eleva Capital LLP";"Eleva Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Elevation Trading Limited";"Elevation Trading Limited";"London";"Verenigd Koninkrijk"
"Elgar Middleton Infrastructure and Energy Finance LLP";"Elgar Middleton Infrastructure and Energy Finance LLP";"London";""
"Elgin Capital LLP";"Elgin Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Elite Club Deal Limited";"Elite Club Deal Limited";"London";"Verenigd Koninkrijk"
"Elite Sim S.p.A.";"Elite Sim S.p.A.";"Milaan";""
"Elm Capital Associates Ltd";"Elm Capital Associates Ltd";"LONDON";"Verenigd Koninkrijk"
"Elos (UK) Limited";"Elos (UK) Limited";"";""
"Elton Capital Advisors Limited";"Elton Capital Advisors Limited";"London";"Verenigd Koninkrijk"
"EM Quest Limited";"EM Quest Limited";"";""
"Emcore AG";"Emcore AG";"Vaduz";"Liechtenstein"
"Emergent Asset Management Limited";"Emergent Asset Management Limited";"Haslemere";"Verenigd Koninkrijk"
"Emerging Markets Bond Exchange Limited";"Emerging Markets Bond Exchange Limited";"";""
"Emergo Wealth Ltd";"Emergo Wealth Ltd";"Nicosia";""
"EM-ES Fund Management LLP";"EM-ES Fund Management LLP";"EDGWARE - MIDDLESEX";"Verenigd Koninkrijk"
"EMF Capital (UK) Limited";"EMF Capital (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"EMFI Capital Limited";"EMFI Capital Limited";"London";""
"EMFI Securities Limited";"EMFI Securities Limited";"London";"Verenigd Koninkrijk"
"e-MID S.I.M. S.p.A.";"e-MID S.I.M. S.p.A.";"MILANO";"Italië"
"Enclude Capital Advisory UK Limited";"Enclude Capital Advisory UK Limited";"London";"Verenigd Koninkrijk"
"Endeavor Financial Limited";"Endeavor Financial Limited";"London";"Verenigd Koninkrijk"
"Endownment Advisors Capital Management Limited";"Endownment Advisors Capital Management Limited";"London";"Verenigd Koninkrijk"
"Endurance Global weather Risk Advisors Limited";"Endurance Global weather Risk Advisors Limited";"London";"Verenigd Koninkrijk"
"Energiakolmio Portfolio Services Oy";"Energiakolmio Portfolio Services Oy";"";""
"Engie Global Markets";"Engie Global Markets";"PARIS LA DEFENSE CEDEX FRANCE";"Frankrijk"
"Enpi LLP";"Enpi LLP";"London";"Verenigd Koninkrijk"
"Enterprise Investment Partners LLP";"Enterprise Investment Partners LLP";"";""
"Envent Capital Markets Limited";"Envent Capital Markets Limited";"";""
"Eos Wealth Management Limited";"Eos Wealth Management Limited";"";"Verenigd Koninkrijk"
"EPIC Private Equity Limited";"EPIC Private Equity Limited";"LONDON";"Verenigd Koninkrijk"
"Epivest AG";"Epivest AG";"BALZERS";"Liechtenstein"
"Epoch Capital Limited";"Epoch Capital Limited";"London ";""
